UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
461528,"R",6000,"R",100,"R",200,"R",6000,"R",100,"R",200,"R",6000,"R",100,"R",200,"R",5040,"R",100,"R",280,"R",5040,"R",100,"R",280,"R",5040,"R",100,"R",280,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4080,"R",100,"R",4180,"R",5700,"R",100,"R",5800,"R",6000,"R",100,"R",6100,"R",6000,"R",100,"R",6100,.,.,"R",4080,"R",100,"R",4180,"R",5700,"R",100,"R",5800,"R",6000,"R",100,"R",6100,"R",6000,"R",100,"R",6100,.,.,"R",4080,"R",100,"R",4180,"R",5700,"R",100,"R",5800,"R",6000,"R",100,"R",6100,"R",6000,"R",100,"R",6100,.,.,"R",300,"R",300,"R",300,"R",500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8717,"R",8816,"R",8975,"R",8975,"R",5680,"R",5743,"R",5847,"R",5847,"R",4165,"R",4004,"R",4080,"R",4080
461643,"R",9375,"R",600,"A",.,"R",9375,"R",600,"A",.,"R",9375,"R",600,"A",.,"R",9225,"R",250,"R",513,"R",9225,"R",250,"R",513,"R",9225,"R",250,"R",513,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
461759,"R",6000,"R",390,"R",250,"R",6000,"R",390,"R",250,"R",6000,"R",390,"R",250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4920,"R",390,"R",5310,"R",4920,"R",390,"R",5310,"R",4920,"R",390,"R",5310,"R",6000,"R",390,"R",6390,.,.,"R",4920,"R",390,"R",5310,"R",4920,"R",390,"R",5310,"R",4920,"R",390,"R",5310,"R",6000,"R",390,"R",6390,.,.,"R",4920,"R",390,"R",5310,"R",4920,"R",390,"R",5310,"R",4920,"R",390,"R",5310,"R",6000,"R",390,"R",6390,.,.,"R",1000,"R",1000,"R",1000,"R",1000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6296,"R",6296,"R",4257,"R",6840,"R",2982,"R",2982,"R",2412,"R",4186,"R",2982,"R",2982,"R",2412,"R",2988
461795,"R",9900,"R",450,"R",475,"R",9900,"R",450,"R",475,"R",9900,"R",450,"R",475,"R",5940,"R",500,"R",293,"R",5940,"R",500,"R",293,"R",5940,"R",500,"R",293,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11450,"R",450,"R",11900,"R",9450,"R",450,"R",9900,"R",9450,"R",450,"R",9900,"R",9450,"R",450,"R",9900,.,.,"R",11450,"R",450,"R",11900,"R",9450,"R",450,"R",9900,"R",9450,"R",450,"R",9900,"R",9450,"R",450,"R",9900,.,.,"R",11450,"R",450,"R",11900,"R",9450,"R",450,"R",9900,"R",9450,"R",450,"R",9900,"R",9450,"R",450,"R",9900,.,.,"R",1122,"R",1122,"R",1122,"R",1122,"R",8900,"R",9080,"R",9080,"R",9080,"R",3363,"R",3498,"R",3498,"R",3498,"R",9882,"R",9882,"R",9882,"R",9882,"R",4902,"R",5098,"R",5098,"R",5098,"R",4394,"R",4570,"R",4570,"R",4570
461847,"R",10150,"R",0,"A",.,"R",10150,"Z",0,"A",.,"R",10150,"Z",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10150,"R",0,"R",10150,"R",10150,"R",0,"R",10150,"R",11700,"R",0,"R",11700,"R",10150,"R",0,"R",10150,.,.,"R",10150,"R",0,"R",10150,"R",10150,"R",0,"R",10150,"R",11700,"R",0,"R",11700,"R",10150,"R",0,"R",10150,.,.,"R",10150,"R",0,"R",10150,"R",10150,"R",0,"R",10150,"R",11700,"R",0,"R",11700,"R",10150,"R",0,"R",10150,.,.,"R",200,"R",200,"R",200,"R",200,"R",1400,"R",1400,"R",2000,"R",1400,"R",3800,"R",3800,"R",3800,"R",3800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
461883,"R",11112,"R",275,"R",463,"R",11112,"R",275,"R",463,"R",11112,"R",275,"R",463,"R",10260,"R",275,"R",570,"R",10260,"R",275,"R",570,"R",10260,"R",275,"R",570,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10080,"R",260,"R",10340,"R",10584,"R",260,"R",10844,"R",10896,"R",260,"R",11156,"R",11112,"R",260,"R",11372,.,.,"R",10080,"R",260,"R",10340,"R",10584,"R",260,"R",10844,"R",10896,"R",260,"R",11156,"R",11112,"R",260,"R",11372,.,.,"R",10080,"R",260,"R",10340,"R",10584,"R",260,"R",10844,"R",10896,"R",260,"R",11156,"R",11112,"R",260,"R",11372,.,.,"R",1212,"R",1212,"R",1200,"R",1200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8544,"R",8480,"R",8824,"R",9448,"R",7280,"R",7520,"R",7832,"R",8720,"R",4872,"R",5040,"R",5240,"R",5848
461953,"R",13463,"R",912,"R",228,"R",13463,"R",912,"R",228,"R",13463,"R",912,"R",228,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14375,"R",848,"R",15223,"R",10766,"R",669,"R",11435,"R",10766,"R",669,"R",11435,"R",15170,"R",2184,"R",17354,0,0,"R",14375,"R",848,"R",15223,"R",10766,"R",669,"R",11435,"R",10766,"R",669,"R",11435,"R",15170,"R",2184,"R",17354,0,0,"R",14375,"R",848,"R",15223,"R",10766,"R",669,"R",11435,"R",10766,"R",669,"R",11435,"R",15170,"R",2184,"R",17354,0,0,"R",925,"R",800,"R",800,"R",900,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5726,"R",5775,"R",5775,"R",5775,"R",2849,"R",2849,"R",2849,"R",2849,"R",2898,"R",2919,"R",2919,"R",2919
462044,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",36500,"R",0,"R",1825,"R",36500,"Z",0,"R",1825,"R",36500,"Z",0,"R",1825,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
462354,"R",26100,"R",1000,"R",700,"R",26100,"R",1000,"R",700,"R",26100,"R",1000,"R",700,"R",25800,"R",400,"R",573,"R",25800,"R",400,"R",573,"R",25800,"R",400,"R",573,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",24000,"R",900,"R",24900,"R",24000,"R",900,"R",24900,"R",25200,"R",900,"R",26100,"R",26200,"R",1000,"R",27200,0,0,"R",24000,"R",900,"R",24900,"R",24000,"R",900,"R",24900,"R",25200,"R",900,"R",26100,"R",26200,"R",1000,"R",27200,0,0,"R",24000,"R",900,"R",24900,"R",24000,"R",900,"R",24900,"R",25200,"R",900,"R",26100,"R",26200,"R",1000,"R",27200,0,0,"R",1905,"R",1905,"R",1905,"R",1905,"R",11115,"R",11223,"R",11259,"R",12039,"R",4158,"R",4239,"R",4248,"R",5274,"R",11115,"R",11223,"R",11259,"R",12039,"R",4158,"R",4239,"R",4248,"R",5274,"R",9252,"R",9621,"R",9783,"R",11484
463056,"R",13798,"R",830,"R",575,"R",13798,"R",830,"R",575,"R",36466,"R",830,"R",1520,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11224,"R",790,"R",12014,"R",11998,"R",830,"R",12828,"R",12848,"R",830,"R",13678,"R",13798,"R",830,"R",14628,.,.,"R",11224,"R",790,"R",12014,"R",11998,"R",830,"R",12828,"R",12848,"R",830,"R",13678,"R",13798,"R",830,"R",14628,.,.,"R",33016,"R",790,"R",33806,"R",34066,"R",830,"R",34896,"R",35216,"R",830,"R",36046,"R",36466,"R",830,"R",37296,.,.,"R",850,"R",850,"R",950,"R",950,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12436,"R",12514,"R",12874,"R",13258,"R",2650,"R",2800,"R",2850,"R",2850,"R",2600,"R",2750,"R",2650,"R",2650
464226,"R",27350,"R",2625,"R",1140,"R",27350,"R",2625,"R",1140,"R",27350,"R",2625,"R",1140,"R",11682,"R",340,"R",649,"R",11682,"R",340,"R",649,"R",11682,"R",340,"R",649,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",26000,"R",940,"R",26940,"R",26500,"R",1130,"R",27630,"R",27350,"R",2625,"R",29975,.,.,"A",.,"A",.,"A",.,"R",26000,"R",940,"R",26940,"R",26500,"R",1130,"R",27630,"R",27350,"R",2625,"R",29975,.,.,"A",.,"A",.,"A",.,"R",26000,"R",940,"R",26940,"R",26500,"R",1130,"R",27630,"R",27350,"R",2625,"R",29975,.,.,"A",.,"R",1100,"R",1200,"R",1100,"A",.,"R",10800,"R",12526,"R",14330,"A",.,"R",2990,"R",3640,"R",1765,"A",.,"R",10800,"R",12526,"R",9250,"A",.,"R",2990,"R",3640,"R",2990,"A",.,"R",2990,"R",2990,"R",2990
465812,"R",14585,"R",0,"A",.,"R",14585,"Z",0,"A",.,"R",14585,"Z",0,"A",.,"R",12638,"R",0,"A",.,"R",12638,"Z",0,"A",.,"R",12638,"Z",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16968,"R",0,"R",16968,"R",16968,"R",0,"R",16968,"R",16972,"R",0,"R",16972,"R",14585,"R",0,"R",14585,.,.,"R",16968,"R",0,"R",16968,"R",16968,"R",0,"R",16968,"R",16972,"R",0,"R",16972,"R",14585,"R",0,"R",14585,.,.,"R",16968,"R",0,"R",16968,"R",16968,"R",0,"R",16968,"R",16972,"R",0,"R",16972,"R",14585,"R",0,"R",14585,.,.,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8726,"R",8726,"R",8919,"R",9503,"R",7635,"R",7635,"R",7598,"R",8777,"R",10811,"R",10811,"R",7634,"R",6885
466152,"R",15000,"R",0,"R",344,"R",15000,"Z",0,"R",344,"R",15000,"Z",0,"R",344,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
466161,"R",15000,"R",0,"R",344,"R",15000,"Z",0,"R",344,"R",15000,"Z",0,"R",344,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12960,"R",795,"R",13755,"R",15000,"R",0,"R",15000,"R",15000,"R",0,"R",15000,"R",15000,"R",0,"R",15000,.,.,"R",12960,"R",795,"R",13755,"R",15000,"R",0,"R",15000,"R",15000,"R",0,"R",15000,"R",15000,"R",0,"R",15000,.,.,"R",12960,"R",795,"R",13755,"R",15000,"R",0,"R",15000,"R",15000,"R",0,"R",15000,"R",15000,"R",0,"R",15000,.,.,"R",1350,"R",1350,"R",1350,"R",1350,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7038,"R",7182,"R",7164,"R",7209,"R",303,"R",273,"R",252,"R",162,"R",303,"R",273,"R",252,"R",162
466189,"R",15000,"R",0,"R",344,"R",15000,"Z",0,"R",344,"R",15000,"Z",0,"R",344,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12960,"R",795,"R",13755,"R",15000,"R",0,"R",15000,"R",15000,"R",0,"R",15000,"R",15000,"R",0,"R",15000,.,.,"R",12960,"R",795,"R",13755,"R",15000,"R",0,"R",15000,"R",15000,"R",0,"R",15000,"R",15000,"R",0,"R",15000,.,.,"R",12960,"R",795,"R",13755,"R",15000,"R",0,"R",15000,"R",15000,"R",0,"R",15000,"R",15000,"R",0,"R",15000,.,.,"R",1350,"R",1350,"R",1350,"R",1350,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7038,"R",7182,"R",7164,"R",7209,"R",303,"R",273,"R",252,"R",162,"R",303,"R",273,"R",252,"R",162
466921,"R",18900,"R",880,"R",675,"R",18900,"R",880,"R",675,"R",18900,"R",880,"R",675,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",18630,"R",600,"R",19230,"R",18495,"R",880,"R",19375,"R",18495,"R",880,"R",19375,"R",18495,"R",880,"R",19375,.,.,"R",18630,"R",600,"R",19230,"R",18495,"R",880,"R",19375,"R",18495,"R",880,"R",19375,"R",18495,"R",880,"R",19375,.,.,"R",18630,"R",600,"R",19230,"R",18495,"R",880,"R",19375,"R",18495,"R",880,"R",19375,"R",18495,"R",880,"R",19375,.,.,"R",200,"R",600,"R",600,"R",600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10908,"R",11232,"R",11268,"R",12140,"R",6316,"R",6560,"R",6684,"R",6788,"R",6316,"R",6560,"R",6684,"R",6788
466930,"R",18900,"R",880,"R",675,"R",18900,"R",880,"R",675,"R",18900,"R",880,"R",675,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",18630,"R",600,"R",19230,"R",18495,"R",880,"R",19375,"R",18495,"R",880,"R",19375,"R",18495,"R",880,"R",19375,.,.,"R",18630,"R",600,"R",19230,"R",18495,"R",880,"R",19375,"R",18495,"R",880,"R",19375,"R",18495,"R",880,"R",19375,.,.,"R",18630,"R",600,"R",19230,"R",18495,"R",880,"R",19375,"R",18495,"R",880,"R",19375,"R",18495,"R",880,"R",19375,.,.,"R",200,"R",600,"R",600,"R",600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10908,"R",11232,"R",11268,"R",12140,"R",6316,"R",6560,"R",6684,"R",6788,"R",6316,"R",6560,"R",6684,"R",6788
468024,"R",16920,"R",94,"R",559,"R",16920,"R",94,"R",559,"R",16920,"R",94,"R",559,"R",16620,"R",219,"R",813,"R",16620,"R",219,"R",813,"R",16620,"R",219,"R",813,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
469416,"R",7080,"R",415,"A",.,"R",7080,"R",415,"A",.,"R",7080,"R",415,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7080,"R",415,"R",7495,"R",7080,"R",415,"R",7495,"R",7080,"R",415,"R",7495,"R",7080,"R",415,"R",7495,.,.,"R",7080,"R",415,"R",7495,"R",7080,"R",415,"R",7495,"R",7080,"R",415,"R",7495,"R",7080,"R",415,"R",7495,.,.,"R",7080,"R",415,"R",7495,"R",7080,"R",415,"R",7495,"R",7080,"R",415,"R",7495,"R",7080,"R",415,"R",7495,.,.,"R",1500,"R",1500,"R",1500,"R",1500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4732,"R",4732,"R",4732,"R",4732,"R",400,"R",400,"R",1000,"R",1000,"R",400,"R",400,"R",1000,"R",1000
